day,date,time,beg_time,end_time,location,id,session,type,url,sponsor,has_fee,beg_time_round,end_time_round
Sun,7/28/2019,6:00 PM - 8:00 PM,6:00 PM,8:00 PM,H-Capitol Ballroom 1,218803,UC Berkeley Statistic Department Annual Alumni Reunion and Mixer,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218803,UC Berkeley,FALSE,18,20
Sun,7/28/2019,6:00 PM - 9:00 PM,6:00 PM,9:00 PM,H-Centennial Ballroom A,218813,International Chinese Statistical Association Board Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218813,International Chinese Statistical Association,FALSE,18,21
Sun,7/28/2019,6:00 PM - 8:00 PM,6:00 PM,8:00 PM,H-Mineral Hall D,218916,University of Minnesota Alumni and Friends Reception,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218916,University of Minnesota,FALSE,18,20
Sun,7/28/2019,6:30 PM - 8:30 PM,6:30 PM,8:30 PM,H-Centennial Ballroom F,219008,Purdue Alumni and Friend Reception,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219008,Purdue Alumni Reception,FALSE,18,21
Sun,7/28/2019,6:30 PM - 8:00 PM,6:30 PM,8:00 PM,CC-406,219014,Cancer Center Biostatistics Directors,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219014,Cancer Center Biostatistics Directors,FALSE,18,20
Sun,7/28/2019,7:00 PM - 8:30 PM,7:00 PM,8:30 PM,H-Mineral Hall B,218950,Significance Magazine Drinks Reception,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218950,Royal Statistical Society,FALSE,19,21
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,218965,JSM Opening Mixer,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218965,"Eli Lilly and Company, LinkedIn",FALSE,20,23
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,219153,JSM Data Art Show,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219153,JSM,FALSE,20,23
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,219157,ASA Store,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219157,ASA,FALSE,20,23
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,219158,ASA Booth #100,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219158,ASA,FALSE,20,23
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,219159,EXPO 2019,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219159,JSM,FALSE,20,23
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,219207,Popcorn Break (While Supplies Last),Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219207,Netflix,FALSE,20,23
Sun,7/28/2019,8:30 PM - 10:30 PM,8:30 PM,10:30 PM,CC-Hall C,90,Invited EPoster Session,Invited Poster Presentations,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218672,ASA,FALSE,20,23
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Limestone Boardroom,218814,Committee on Fellows Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218814,Committee on Fellows,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Mineral Hall F,218815,Health Policy Statistics Section Executive Committee Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218815,Health Policy Statistics Section,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Marble Boardroom,218839,Development Committee Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218839,Development Committee,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Sandstone Boardroom,218842,Social Statistics Executive Committee Breakfast,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218842,Social Statistics Section,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Granite A,218845,Section on Statistics and the Environment Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218845,Section on Statistics and the Environment,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Centennial Ballroom A,218871,Carnegie Mellon Alumni and Faculty Breakfast,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218871,Carnegie Mellon Alumni,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Mineral Hall D,218878,Section on Teaching of Statistics in the Health Sciences Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218878,Section on Teaching of Statistics in the Health Sciences,FALSE,7,9
Mon,7/29/2019,7:00 AM - 10:00 AM,7:00 AM,10:00 AM,H-Mineral Hall B,218917,SPES Executive Committee Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218917,Section on Physical and Engineering Sciences,FALSE,7,10
Mon,7/29/2019,7:00 AM - 9:00 AM,7:00 AM,9:00 AM,H-Capitol Ballroom 1,218934,SIE Speed Mentoring Breakfast,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218934,Section on Statistics in Epidemiology,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Granite C,218943,Committee on Privacy and Confidentiality Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218943,Committee on Privacy and Confidentiality,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Granite B,218952,Mental Health Statistics Section Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218952,Mental Health Statistics Section,FALSE,7,9
Mon,7/29/2019,7:00 AM - 6:00 PM,7:00 AM,6:00 PM,CC-601,219069,Speaker Ready Room,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219069,AbbVie,FALSE,7,18
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Mineral Hall C,219166,Technometrics Management Committee Meeting (Closed),Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219166,Technometrics Management Committee,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Mineral Hall E,219182,Statistical Education Section Officers Meeting (Closed),Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219182,Section on Statistics and Data Science Education,FALSE,7,9
Mon,7/29/2019,7:00 AM - 11:00 PM,7:00 AM,11:00 PM,CC-202,219193,Quiet Reflection Room,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219193,JSM,FALSE,7,23
Mon,7/29/2019,7:00 AM - 8:00 AM,7:00 AM,8:00 AM,H-Capitol Ballroom 7,219200,ISEF Breakfast Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219200,Council of Chapters,FALSE,7,8
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,H-Capitol Ballroom 2,219204,Ad Hoc Data Science Advisory Committee,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219204,Ad Hoc Data Science Advisory Committee,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,Off Site,219212,Section on Statistics in Defense and National Security Leadership Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219212,Section on Statistics in Defense and National Security,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:15 AM,7:00 AM,8:15 AM,H-Centennial Ballroom G-H,,Biopharmaceutical Section A.M. Roundtable Discussion (Added Fee),Roundtable,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/index.cfm,Biopharmaceutical Section,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:15 AM,7:00 AM,8:15 AM,H-Centennial Ballroom G-H,,CANCELED: Government Statistics Section A.M. Roundtable Discussion (Added Fee),Roundtable,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/index.cfm,Government Statistics Section,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:15 AM,7:00 AM,8:15 AM,H-Centennial Ballroom G-H,,Health Policy Statistics Section A.M. Roundtable Discussion (Added Fee),Roundtable,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/index.cfm,Health Policy Statistics Section,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:15 AM,7:00 AM,8:15 AM,H-Centennial Ballroom G-H,,Section on Physical and Engineering Sciences A.M. Roundtable Discussion (Added Fee),Roundtable,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/index.cfm,Section on Physical and Engineering Sciences,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:15 AM,7:00 AM,8:15 AM,H-Centennial Ballroom G-H,,Section on Statistics in Defense and National Security A.M. Roundtable Discussion (Added Fee),Roundtable,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/index.cfm,Section on Statistics in Defense and National Security,FALSE,7,9
Mon,7/29/2019,7:00 AM - 8:15 AM,7:00 AM,8:15 AM,H-Centennial Ballroom G-H,,Survey Research Methods Section A.M. Roundtable Discussion (Added Fee),Roundtable,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/index.cfm,Survey Research Methods Section,FALSE,7,9
Mon,7/29/2019,7:30 AM - 12:00 PM,7:30 AM,12:00 PM,H-Mineral Hall G,218848,Biopharmaceutical Section Executive Committee Meeting (Closed),Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218848,Biopharmaceutical Section,FALSE,7,12
Mon,7/29/2019,7:30 AM - 9:00 AM,7:30 AM,9:00 AM,H-Agate C,218969,Committee on International Relations in Statistics Business Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218969,Committee on International Relations in Statistics,FALSE,7,9
Mon,7/29/2019,7:30 AM - 6:00 PM,7:30 AM,6:00 PM,CC-D Lobby,219019,JSM Main Registration,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219019,JSM,FALSE,7,18
Mon,7/29/2019,7:30 AM - 6:00 PM,7:30 AM,6:00 PM,CC-D Lobby,219048,JSM Help Desk/Press Desk,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219048,JSM,FALSE,7,18
Mon,7/29/2019,7:30 AM - 6:00 PM,7:30 AM,6:00 PM,CC-D Lobby,219079,Cyber Center,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219079,JSM,FALSE,7,18
Mon,7/29/2019,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,H-Agate A,218913,Biogen Networking,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218913,Biogen,FALSE,8,16
Mon,7/29/2019,8:00 AM - 9:30 AM,8:00 AM,9:30 AM,H-Agate B,218980,ASA-MAA Joint Committee Meeting,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218980,ASA-MAA Joint Committee on Undergraduate Statistics,FALSE,8,10
Mon,7/29/2019,8:00 AM - 5:30 PM,8:00 AM,5:30 PM,CC-Hall D,219034,JSM Career Service,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219034,JSM,FALSE,8,18
Mon,7/29/2019,8:00 AM - 5:30 PM,8:00 AM,5:30 PM,CC-Hall C,219097,Exhibitor Lounge,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=219097,JSM,FALSE,8,18
Mon,7/29/2019,8:00 AM - 12:00 PM,8:00 AM,12:00 PM,CC-405,,Artificial Intelligence in Drug Development: Analyzing Electronic Medical Records Using Deep Learning (ADDED FEE),Professional Development,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308040,ASA,TRUE,8,12
Mon,7/29/2019,8:30 AM - 11:00 AM,8:30 AM,11:00 AM,H-Capitol Ballroom 5,218863,Diversity Workshop and Mentoring Program,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218863,Committee on Minorities in Statistics,FALSE,8,11
Mon,7/29/2019,8:30 AM - 11:00 AM,8:30 AM,11:00 AM,H-Capitol Ballroom 6,218864,Diversity Workshop and Mentoring Breakouts,Other,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218864,Committee on Minorities in Statistics,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-Four Seasons 1,97,Introductory Overview Lecture: Likelihood Principle,Invited Special Presentation,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218297,JSM Partner Societies,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-607,98,The Multiple Adaptations of Multiple Imputation,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=216833,"Survey Research Methods Section, Government Statistics Section, Social Statistics Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-111,99,Causal Inference with Non-Traditional Designs,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=216850,"IMS, Section on Statistics in Epidemiology, American Public Health Association",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-709,100,Pragmatic Randomized Clinical Trials: Challenges and Impact on Clinical Practice and Health Policies,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217884,"Health Policy Statistics Section, Biopharmaceutical Section, Section on Statistics in Marketing",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-706,101,Making an Impact in Neuroscience: Advances in Statistical Methods for Brain Imaging,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217917,"SSC, Section on Statistics in Imaging, Canadian Statistical Sciences Institute",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-110,102,Challenges and Developments in Microbiome Data Science,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217942,"ENAR, Section on Statistics in Genomics and Genetics, WNAR",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-205,103,New Developments on Statistical Machine Learning ,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217965,"IMS, Section on Statistical Learning and Data Science, International Chinese Statistical Association",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-710,104,Communicating Teaching Through Peer-Reviewed Publication,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217972,"Section on Teaching of Statistics in the Health Sciences, Section on Statistics and Data Science Education, Caucus for Women in Statistics",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-207,105,Medallion Lecture II,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217979,IMS,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-705,106,"Administrative Income Data, Survey Data and Inequality",Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218052,"Business and Economic Statistics Section, Government Statistics Section, Survey Research Methods Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-203,107,The ABC of Making an Impact,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218064,"Section on Bayesian Statistical Science, International Society for Bayesian Analysis (ISBA), IMS",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-704,108,Multivariate Extremes: Theory and Applications,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218076,"Section on Risk Analysis, IMS",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-703,109,Maximizing the Impact of Statistical Collaboration,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218090,"Section on Statistical Consulting, Committee on Applied Statisticians",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-605,110,Data in the 21st Century: Corporate and Non-Profit Decision Making in the Digital Age,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218094,"Business Analytics/Statistics Education Interest Group, Section on Statistics and Data Science Education, Business and Economic Statistics Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-102,111,Evidence Beyond Traditional Clinical Trials,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218166,"Section on Medical Devices and Diagnostics, Biopharmaceutical Section, Health Policy Statistics Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-109,112,Statistical Challenges in the Processing and Analysis of Mobile Health Data,Invited Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218178,"Section on Statistics in Epidemiology, Section on Statistical Learning and Data Science, Biometrics Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-702,113,New Developments on Data Integration and Data Fusion,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=216836,"Section on Statistical Learning and Data Science, Biometrics Section, ENAR",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-108,114,"Applying the ICH E9(R1) Addendum: Practical Considerations in Choosing Estimands, Estimators, and Sensitivity Analyzes",Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=216838,"Biopharmaceutical Section, ENAR, WNAR",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-201,115,Novel Statistical Methods for Emerging Problems in Modern Clinical Trials and Drug Development,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=216863,"Biopharmaceutical Section, International Chinese Statistical Association, Biometrics Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-104,116,Recent Advances in Cure Rate Models for Long-Term Survivors,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=217958,"Biometrics Section, ENAR, Lifetime Data Science Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-505,117,Teaching and Displaying Social Statistics,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218153,"Section on Statistics and Data Science Education, International Statistical Institute, Text Analysis Interest Group",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-107,118,Emerging Challenges in Precision Medicine,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218277,"Biometrics Section, Biopharmaceutical Section, ENAR",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-506,119,Statistical Data Editing Modernisation,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218309,"Government Statistics Section, Survey Research Methods Section, Committee on Applied Statisticians",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-712,120,Learn Something New: Techniques for Broadening Your Statistical Skillset ,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218337,"Committee on Applied Statisticians, Section on Statistical Consulting, Section on Statistical Computing",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-708,121,"Handling Large Dimensionality, Skewness and Non-Stationarity Through Multi-Resolution Spatial Modeling",Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218340,"Section on Statistics and the Environment, Section on Bayesian Statistical Science, Section on Statistical Computing",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-603,122,Novel Statistical Methods in the Analysis of Big Data,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218361,"Section on Statistical Computing, International Chinese Statistical Association, Section on Statistical Learning and Data Science",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-301,123,New Challenges and Opportunities in Nonparametric Statistics,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218379,"Section on Nonparametric Statistics, IMS, International Chinese Statistical Association",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-503,124,Implementing the 2018 Standard Occupational Classification System in the Federal Statistical System,Topic Contributed Panel,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218130,"Social Statistics Section, Government Statistics Section, Business and Economic Statistics Section",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-502,125,"SPEED: Modernization of What, How, and Where We Teach Statistics Part 1",Contributed Speed,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218670,Section on Statistics and Data Science Education,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-105,126,SPEED: New Methods in Statistical Genomics and Genetics Part 1,Contributed Speed,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218671,Section on Statistics in Genomics and Genetics,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-501,127,"SPEED: Statistical Learning and Data Science Speed Session 1, Part 1",Contributed Speed,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218723,Section on Statistical Learning and Data Science,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-103,128,SPEED: Biometrics and Biostatistics Part 1,Contributed Speed,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218724,"Biometrics Section, Section on Statistics in Epidemiology, Biopharmaceutical Section, Section on Bayesian Statistical Science",FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-106,129,High-Dimensional Data and Inference,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218447,Biometrics Section,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-112,130,Statistical Methods for Time-To-Event Data and Applications,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218467,Biopharmaceutical Section,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-101,131,Topics in Clinical Trials,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218468,Biopharmaceutical Section,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-210/212,132,Functional Data and Time Series,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218494,IMS,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-302,133,Statistical Methods for Functional Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218520,Section on Nonparametric Statistics,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-707,134,Design of Experiments: Case Studies and Advancements,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218527,Section on Physical and Engineering Sciences,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-507,135,Applications of Machine Learning Methods to Imaging Data Analysis,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218550,Section on Statistics in Imaging,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-701,136,Recent Advances in Dimension Reduction,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218554,Section on Statistical Learning and Data Science,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-113,137,Statistical Methods for Analyzing Genetic Variants and QTLs,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218586,Section on Statistics in Genomics and Genetics,FALSE,8,11
Mon,7/29/2019,8:30 AM - 10:20 AM,8:30 AM,10:20 AM,CC-504,138,"Modeling Applications for Backcasting, Nowcasting and Forecasting",Contributed Papers,https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/ActivityDetails.cfm?SessionID=218592,Survey Research Methods Section,FALSE,8,11
